stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
3dpf,0.57,0.57,0,0,0
5dpf,0,0,1.03,3.62,0
10dpf,0,1.26,3.14,0,0.63
