stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,10.32
12hpf,0,0,0,0,0,1.93,0,0,0,28.92
14hpf,0,0,0,0,0,0,0,0,0,60.19
16hpf,0,0,0,0,0,0,0,0,4.1,18.46
19hpf,0,0,0,0,2.19,0,0,0,0,0
24hpf,0,0,0,0,0,0,0,0,2,0
2dpf,40.87,0,0,0,4.17,7.51,1.67,0.83,5.84,4.17
3dpf,154.58,0.57,0.57,0.57,3.45,20.69,1.72,0,7.47,4.02
5dpf,55.82,0,1.55,1.55,1.03,12.4,1.03,1.55,8.27,4.13
10dpf,55.85,1.26,1.26,1.88,1.26,1.88,0,0.63,1.26,3.77
