stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.83,9.17,0.83,0
3dpf,0,0,2.3,43.67,1.15,0.57
5dpf,0,0.52,2.07,16.54,3.62,0.52
10dpf,0.63,1.26,7.53,35.14,1.88,0
