stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,5357.61,103.23,30.97,0,856.8,72.26,0,196.14,2178.14,1785.87
12hpf,5372.64,161.93,36.63,163.86,1337.86,237.11,11.57,331.57,2536.92,1648.23
14hpf,4176.49,70.22,227.38,277.54,879.44,404.61,80.25,90.28,1715.4,1584.99
16hpf,3668.91,180.47,336.33,274.81,1162.81,449.13,118.95,184.57,1747.3,1671.42
19hpf,5525.5,45.97,155.43,179.51,737.76,304.3,186.08,52.54,676.46,1690.05
24hpf,3966,79,717,180,866,406,207,22,1738,752
2dpf,1487.16,66.73,169.32,211.86,642.24,1167.71,198.51,20.02,530.47,565.5
3dpf,3831.73,153.43,101.71,108.03,66.66,957.36,40.23,0,126.42,317.2
5dpf,731.31,142.64,384.52,426.38,151.43,1816.65,117.84,72.36,520.45,1713.8
10dpf,1724.46,230.93,276.74,346.4,96.64,1347.31,69.03,3.14,318.79,317.53
