stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
3dpf,7.47,0,0,1.72,0
5dpf,0.52,0,0.52,1.55,0.52
10dpf,23.22,0.63,0,0.63,0
