stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,5.17,0,0,0,0.57,1.15,0,0.57
5dpf,0,0,0,0.52,0,0,0,0
10dpf,21.96,1.26,4.39,0.63,0.63,11.3,1.88,1.88
