stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0,0.83,0,0,4.17
3dpf,0.57,0.57,0,0.57,0,1.72
5dpf,1.55,0,0.52,0.52,0.52,11.37
10dpf,1.26,0.63,1.26,0.63,0,5.65
