stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0,0.83,0.83,0
3dpf,58.61,0,0.57,0,3.45,0
5dpf,1.03,0,0,0.52,3.1,0
10dpf,17.57,0.63,0,0,4.39,0.63
