stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,3.34,0,0.83,0,0,0
3dpf,18.39,0,0,1.72,0,1.15
5dpf,1.03,0.52,6.2,1.03,0.52,5.17
10dpf,1.26,0,5.02,0,0,0
