stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,2,0,0,0,0,0,0
2dpf,10.01,0.83,10.01,0.83,2.5,0,0.83
3dpf,18.96,0,3.45,0,0,0,0
5dpf,6.2,2.07,3.62,4.13,0.52,0.52,1.03
10dpf,8.79,0.63,6.28,0.63,0.63,0,0
