stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1414.24,20.65,20.65,0,278.72,51.61,0,61.94,443.89,516.15
12hpf,2448.24,94.46,28.92,67.47,570.61,113.74,3.86,169.64,1054.48,676.64
14hpf,1685.31,16.72,113.69,117.04,361.14,140.44,33.44,50.16,708.9,468.14
16hpf,1164.86,47.17,100.49,92.29,404.01,135.35,49.22,82.03,617.3,535.26
19hpf,1495.21,4.38,19.7,65.68,223.3,98.51,28.46,19.7,168.57,391.86
24hpf,859,5,83,43,203,94,31,3,195,132
2dpf,690.61,25.02,66.73,73.4,321.12,440.39,68.39,8.34,170.99,240.21
3dpf,1326.28,25.86,21.26,28.73,24.71,274.11,19.54,0,30.46,86.2
5dpf,132.82,13.95,74.94,53.75,36.69,235.16,25.84,9.3,76.49,234.12
10dpf,263.56,26.98,54.6,57.73,23.85,235.32,15.06,0,90.36,51.46
