stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.83,0,19.18
3dpf,6.32,0,0,3.45,1.15
5dpf,0.52,1.03,0.52,1.55,8.27
10dpf,0.63,1.88,0,1.88,10.04
