stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,2487.83,61.94,10.32,0,701.96,30.97,0,51.61,1806.51,1083.91
12hpf,3562.48,140.73,15.42,102.17,958.09,142.65,5.78,88.68,1916.18,1004.36
14hpf,1344.23,23.41,63.53,113.69,310.98,30.09,6.69,20.06,548.39,284.23
16hpf,982.34,59.47,24.61,47.17,412.21,51.27,20.51,45.12,397.86,258.4
19hpf,2896.29,32.84,6.57,37.22,363.4,43.78,45.97,15.32,238.62,466.3
24hpf,1228,17,85,53,459,53,11,0,101,126
2dpf,529.64,6.67,29.19,40.87,527.14,128.45,21.69,5,63.39,103.43
3dpf,682.1,13.79,5.75,13.22,18.39,62.06,4.02,0,8.62,15.52
5dpf,91.48,3.1,41.35,8.27,58.4,53.23,3.62,3.1,31.53,41.35
10dpf,72.17,0,13.81,2.51,0,6.28,0,0,1.26,0.63
