stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
3dpf,1.15,1.15,0,0,0
5dpf,0,9.82,0.52,0.52,2.07
10dpf,5.65,26.36,0,0,0.63
