stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,1.67,0,0,0.83,0,8.34
3dpf,0,0,0,0,0,5.17
5dpf,0,0,0.52,0,0.52,8.27
10dpf,0,1.88,1.88,0,0.63,1.88
