stage,central_nervous_system,endoderm,mesenchyme,neural_crest,periderm
2dpf,1.67,0.83,0,0,0
3dpf,0.57,0,0,0,0
5dpf,4.13,0,1.03,0.52,1.03
10dpf,1.26,0,0,0,0
