stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,1.67,0,1.67,0,1.67
3dpf,1.72,0,0,0.57,0
5dpf,0,0.52,0,1.55,2.58
10dpf,0,0,0,0,0.63
