stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,82.58
12hpf,0,1.93,5.78,0,0,0,0,1.93,0,5.78
14hpf,0,0,3.34,0,0,0,0,0,0,294.26
16hpf,8.2,0,0,0,0,4.1,0,0,0,20.51
19hpf,21.89,0,0,0,10.95,4.38,0,0,0,645.81
24hpf,50,0,3,14,8,15,11,0,68,98
2dpf,422.88,12.51,58.39,135.12,136.79,289.42,153.47,5.84,130.12,648.91
3dpf,1743.47,33.33,39.65,75.85,45.4,441.33,19.54,0,36.2,135.04
5dpf,389.69,78.56,96.65,319.4,77.52,814.01,108.02,20.16,173.14,833.64
10dpf,1483.49,113.58,97.9,178.22,75.3,719.15,69.03,0,94.13,184.49
