stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,7.47,0,0,0.57,0.57
5dpf,2.07,1.03,0,1.03,1.55
10dpf,8.79,0,0.63,0.63,0
