stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,0,3,0,0,0,0,0,0,0
2dpf,0,0,0,0,0.83,0.83,0,0,0
3dpf,22.41,8.62,0,0,0,0.57,0,0,0
5dpf,14.47,31.01,3.62,5.17,1.03,11.37,1.03,1.55,7.24
10dpf,101.03,60.87,0,4.39,0,0.63,0,0.63,0.63
