stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0,0,0,0
3dpf,13.22,0,0,0,4.02,0,0.57
5dpf,1.03,0,0.52,1.55,2.58,0,3.1
10dpf,16.32,0.63,0,0.63,6.9,0.63,1.88
