stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
19hpf,0,0,0,2.19,0,0,0
2dpf,1.67,0,0.83,0.83,0.83,3.34,35.03
3dpf,1.72,0.57,0,0,0,1.72,21.84
5dpf,1.03,0.52,0,0,0.52,2.07,90.45
10dpf,0.63,2.51,0,0,0,1.88,17.57
