stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,1,0,0,0
2dpf,14.18,0,2.5,0.83,18.35,6.67,0,3.34,4.17
3dpf,33.33,0.57,0,0,1.72,9.19,0,0.57,1.72
5dpf,2.07,0,1.03,0.52,3.62,4.65,0.52,0,1.55
10dpf,5.02,0.63,0.63,0.63,0,0.63,0,0,0
