stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,0,0,0.57,0,0
5dpf,0,0,0,0,0,0.52
10dpf,0.63,0.63,1.26,0.63,0.63,1.88
