stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,41.29,0,0,0,0,0,0,0,0,0
12hpf,140.73,3.86,1.93,32.77,44.34,1.93,0,1.93,48.19,42.41
14hpf,254.13,3.34,20.06,56.85,56.85,13.38,3.34,0,63.53,120.38
16hpf,219.44,16.41,12.3,43.07,77.93,26.66,10.25,6.15,82.03,221.49
19hpf,299.92,0,0,15.32,19.7,4.38,0,15.32,2.19,225.49
24hpf,450,4,47,42,146,95,9,4,83,130
2dpf,574.68,10.01,63.39,136.79,275.25,568.84,55.88,30.86,169.32,718.14
3dpf,1831.39,21.84,69.53,41.95,53.44,737.27,12.07,0,45.97,260.89
5dpf,217.07,38.76,185.54,134.89,92,865.69,35.66,102.85,181.92,968.54
10dpf,866,26.36,186.38,67.77,50.2,660.16,13.81,2.51,111.07,127.39
