stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,61.94,0,0,0,10.32,0,0,0,20.65,0
12hpf,98.32,11.57,1.93,7.71,7.71,1.93,0,0,7.71,9.64
14hpf,297.6,3.34,3.34,0,10.03,23.41,0,0,13.38,13.38
16hpf,416.32,4.1,26.66,8.2,32.81,16.41,2.05,0,36.91,20.51
19hpf,757.46,0,41.59,28.46,21.89,15.32,21.89,2.19,13.14,15.32
24hpf,433,1,150,19,35,27,2,0,73,12
2dpf,678.94,2.5,131.78,32.53,80.07,184.33,35.87,0.83,140.96,34.2
3dpf,1567.63,2.87,85.62,14.37,21.26,312.61,18.96,0,76.43,16.66
5dpf,280.64,6.72,218.62,51.17,25.32,349.38,39.8,2.07,182.44,80.11
10dpf,625.02,10.04,123.62,24.47,14.43,249.13,25.73,0,91.62,15.69
