stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,1.67,0,0,0
3dpf,14.94,0,0,0,0,0,0,0,1.15
5dpf,3.1,0.52,0.52,1.55,6.72,0,0.52,1.03,1.03
10dpf,13.81,0.63,0.63,0,0,0,0,0.63,0.63
