stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.5,0,0,12.51,0.83,0,1.67
3dpf,2.3,0,0,19.54,0,0,0
5dpf,1.55,0.52,0.52,6.2,0,0,0
10dpf,1.88,0,0,12.55,0,1.26,0
