stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0,0,5.75,0,0
5dpf,1.03,0,3.62,0.52,2.07
10dpf,1.26,0.63,0.63,0,0
