stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,0,144.52
12hpf,5.78,0,5.78,0,0,0,0,0,0,38.56
14hpf,6.69,0,26.75,0,0,0,0,0,3.34,434.7
16hpf,10.25,0,2.05,4.1,4.1,0,0,0,0,110.74
19hpf,8.76,0,0,2.19,0,0,0,0,0,774.97
24hpf,31,1,4,5,0,2,0,0,4,182
2dpf,206.02,0,30.03,30.86,48.38,98.42,20.85,1.67,32.53,402.86
3dpf,882.65,15.52,18.39,21.26,10.92,90.79,4.6,0,5.17,160.33
5dpf,139.03,23.26,59.95,63.57,10.85,118.87,14.47,7.24,19.12,579.37
10dpf,412.92,25.73,58.36,43.3,10.67,94.13,12.55,0,13.81,139.31
