stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.5,0,0,4.17,0.83,1.67
3dpf,8.62,0,0,1.15,0,0.57
5dpf,0,0,0.52,1.55,0,2.58
10dpf,0,1.88,0,0,0,0.63
