stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,3.34,0,0,0,0,3.34
3dpf,14.94,0,0,0.57,0,0.57
5dpf,0.52,0.52,0.52,0,0.52,9.82
10dpf,5.02,0,0,0.63,0,1.26
