stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,4,0,0,0,0
2dpf,0,0,1.67,5.84,0,1.67,1.67
3dpf,1.72,0,0,8.62,0,0,1.15
5dpf,2.07,0,0.52,11.37,1.55,1.55,3.1
10dpf,2.51,1.26,0,8.16,0.63,0.63,0.63
