stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,92.91,0,30.97,0,61.94,0,0,30.97,20.65,361.3
12hpf,138.8,19.28,17.35,19.28,127.23,17.35,0,212.05,69.4,252.54
14hpf,107,30.09,63.53,26.75,56.85,26.75,0,73.56,63.53,585.18
16hpf,157.91,26.66,174.32,18.46,129.2,43.07,12.3,108.69,188.68,295.32
19hpf,188.27,2.19,37.22,17.51,109.46,28.46,10.95,52.54,85.38,842.84
24hpf,151,5,612,32,99,61,47,16,433,217
2dpf,345.31,10.01,93.42,77.57,194.34,432.89,66.73,41.7,141.79,412.87
3dpf,632.68,18.96,79.88,31.03,31.03,372.94,13.22,1.15,27.58,109.18
5dpf,180.37,43.41,125.07,128.69,40.31,389.69,35.66,38.76,82.18,659.47
10dpf,496.38,55.22,180.1,75.93,12.55,188.26,21.34,0,29.49,119.86
