stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,5,0,0,0,0.83,0.83,0,0
3dpf,38.5,0,0,0,0,1.15,0.57,0
5dpf,1.03,0,0.52,0.52,0.52,1.55,0.52,0
10dpf,35.77,0.63,0.63,0.63,0,3.14,0,0.63
