stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
16hpf,0,0,0,0,0,0,2.05
2dpf,2.5,0.83,0.83,3.34,12.51,0,0
3dpf,1.72,0,0,0,11.49,0,0.57
5dpf,1.03,0,0,0,5.69,0.52,1.55
10dpf,3.14,0,0,0,3.14,0,0
