stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
3dpf,0,0,0,1.72,2.3
5dpf,1.55,0.52,0.52,2.07,7.24
10dpf,1.26,0.63,0,0,3.14
