stage,central_nervous_system,endoderm,hematopoietic_system,paraxial_mesoderm,periderm
16hpf,0,0,0,0,2.05
24hpf,0,0,0,0,1
2dpf,3.34,0.83,0,0,0.83
3dpf,1.15,0,0,0,0.57
5dpf,5.17,0,0.52,0,4.65
10dpf,1.88,0.63,0,0.63,8.16
