stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,3.34,0,0.83,0.83,0
3dpf,11.49,0.57,4.02,1.15,0
5dpf,1.03,0,3.1,3.62,0.52
10dpf,9.41,0,1.88,0,0.63
