stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0,0,10.01
3dpf,0,1.15,0,0.57,1.15
5dpf,0,1.03,0.52,1.03,9.3
10dpf,0,3.14,0,0.63,1.26
