stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,0,1,0,0,0
2dpf,0,2.5,0,0,0
3dpf,4.02,5.75,0,0.57,0
5dpf,0,9.82,0.52,0,0.52
10dpf,0.63,0.63,0,0,0
