stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,0,0,0,2.19,0,0,0,0,0
24hpf,0,0,0,1,0,0,0,0,0
2dpf,12.51,0,0,15.01,0,0,0.83,0.83,10.01
3dpf,47.7,1.15,0,2.87,2.3,0,0,0,2.3
5dpf,43.41,1.55,0.52,8.79,6.72,8.27,0.52,1.03,19.12
10dpf,143.08,1.88,1.26,8.16,5.65,0.63,0,1.26,0.63
