stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,5.84,0,1.67,0,4.17
3dpf,2.87,0.57,0,1.72,2.87
5dpf,1.55,0.52,0,0,0.52
