stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
19hpf,0,2.19,0,0,0,0
2dpf,5,4.17,0,0,0,0
3dpf,21.26,1.72,1.72,11.49,0,0
5dpf,5.17,1.03,0,1.03,0.52,0.52
10dpf,1.88,0.63,0,0.63,0,0
