stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0,0
2dpf,25.86,0,0,1.67,4.17,2.5,0,0.83
3dpf,43.1,0.57,0,0.57,2.3,0,0,0
5dpf,24.29,1.03,1.55,1.55,7.24,3.62,1.55,5.69
10dpf,33.89,1.26,0,0.63,2.51,1.88,0,0.63
