stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,2.5,0.83,0,0.83,0.83,0.83
3dpf,3.45,0,0,1.15,0,0
5dpf,0.52,0.52,0.52,1.03,0,0
10dpf,2.51,0,0,0,0,0
