stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,3.34,0,1.67,1.67,1.67
3dpf,5.75,0,0,2.87,0
5dpf,0,0.52,0,2.07,0.52
10dpf,1.26,0,0,1.88,0
