stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.67,0.83,0,0,0,0,0.83
3dpf,0.57,6.32,0,0,0,0,2.3
5dpf,0.52,4.13,0,0.52,0.52,0,1.55
10dpf,2.51,75.3,0.63,0,0,0.63,4.39
