stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
3dpf,8.05,0,0,0.57,0,0
5dpf,2.07,0.52,0,2.07,0,0.52
10dpf,48.95,0.63,0.63,0.63,1.26,0.63
