stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0.83,0
3dpf,6.32,0,0,0,0,0,0,0
5dpf,1.03,0,0.52,2.07,0.52,0.52,0.52,0.52
10dpf,41.42,0.63,0,0,0,0,0,0
