stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
14hpf,0,0,0,6.69,0,0,0
16hpf,0,0,0,4.1,0,0,0
24hpf,0,0,1,0,0,0,0
2dpf,11.68,0.83,2.5,2.5,0,0,0.83
3dpf,35.05,0,0,10.34,0,1.15,0.57
5dpf,25.32,1.03,0.52,7.24,0.52,1.03,1.55
10dpf,15.69,1.26,0,6.28,0,0,0
