stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,2.5,2.5,0,0,0
3dpf,0.57,0,1.72,0,0,0,0,0
5dpf,1.03,0,4.13,0.52,4.13,0.52,1.03,2.07
10dpf,1.26,0.63,11.92,0,1.26,0,0,0
