stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,0,2.05
2dpf,0.83,0,0,0,3.34,0.83,0.83,5.84
3dpf,0.57,0,0,0,8.05,0,0.57,2.3
5dpf,2.07,0,3.1,1.55,6.2,0,2.07,23.77
10dpf,2.51,1.26,0,0.63,3.14,0,0.63,33.89
