stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,4.02,0,0,0.57,0,0.57
5dpf,0,0,0,0.52,0.52,0
10dpf,13.81,0.63,0.63,4.39,0,0
