stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,1,0,0,0
2dpf,5,0,0.83,0,0.83
3dpf,6.32,0,1.15,0,0
5dpf,1.55,1.03,1.55,0.52,0.52
