stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,27.52,0,0.83,2.5,0,0,7.51
3dpf,12.07,0,1.72,1.15,0,0,0.57
5dpf,14.99,0,0.52,1.03,0.52,1.03,4.65
10dpf,10.04,0.63,1.88,0.63,0,0,1.26
