stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0,0
2dpf,2.5,0,0,0,0.83,0,0,0
3dpf,10.92,0,0,0.57,1.15,4.02,0,0
5dpf,1.03,0.52,0,0,1.03,10.85,1.55,2.58
10dpf,1.88,0,0.63,0,0.63,5.02,0,0
