stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
24hpf,1,0,0,0,0,0,1
2dpf,0.83,0,0,18.35,0.83,0,0
3dpf,2.3,11.49,0.57,21.84,0,2.87,0
5dpf,0.52,0.52,1.03,24.81,0,0.52,0
10dpf,0.63,4.39,4.39,22.59,0,0,0
