stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
3dpf,6.32,0.57,0.57,0,0
5dpf,0.52,0.52,1.55,0.52,0.52
10dpf,3.14,0.63,0.63,0,0
