stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,19.18
3dpf,1.15,0,3.45,0.57,0,0,2.87
5dpf,1.55,1.55,3.62,1.03,0.52,0.52,23.77
10dpf,0.63,0,1.26,0,0,0,3.77
