stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,4.17,0.83,0.83
3dpf,4.02,0,0.57,5.17,0,0
5dpf,1.03,0,0,21.19,0.52,5.17
10dpf,0.63,0.63,0,10.67,1.26,1.26
