stage,central_nervous_system,endoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,10.01
3dpf,4.02,1.15,1.15,0,0,26.43
5dpf,0,0,1.55,1.03,0.52,55.3
10dpf,0,0,0.63,0,0,9.41
