stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,1
2dpf,4.17,0,0.83,0,0.83,0,0.83
3dpf,2.87,0,0,0.57,0,0,0.57
5dpf,1.55,1.03,0,0,0,1.03,1.55
