stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,0.83,0,0,0.83
3dpf,1.72,1.15,1.15,0,0,0.57,0,0.57
5dpf,1.03,0.52,3.62,1.03,0,5.17,1.03,10.85
10dpf,1.26,0,0.63,0.63,0,0,0,3.14
